responseid,site,condition,is_mindfulness,age,gender_label,country_live,country_birth,english_first_language,eng_level,meditation_naive,duration_in_seconds,progress,finished,stai_total,stai1,stai2,stai3,stai4,stai5,stai6,stai7,stai8,stai9,stai10,stai11,stai12,stai13,stai14,stai15,stai16,stai17,stai18,stai19,stai20,sam_valence,sam_arousal,sam_dominance,ipip1,ipip2,ipip3,ipip4,ipip5,ipip6,ipip7,ipip8,ipip9,ipip10,ipip11,ipip12,ipip13,ipip14,ipip15,ipip16,ipip17,ipip18,ipip19,ipip20,ipip_raw_mean
R_2xxS0ZfVIh2OtRq,hous,loving_kindness,1,21.0,female,United States,United States,0,3.0,1,1066,100,1,35.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,6.0,4.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.65
R_2SuIiUi0fFTxpdl,fras,body_scan,1,32.0,female,Canada,Canada,1,3.0,1,1378,100,1,36.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,7.0,4.0,7.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,2.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,3.2
R_ePf4bmwwBMz5Z17,jose,control_book,0,19.0,female,United States,China,0,2.0,1,1153,100,1,58.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,7.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.75
R_3HMoHcw6eGtxkF6,fras,control_book,0,46.0,female,Canada,Canada,1,3.0,1,6319,100,1,22.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,5.0,4.0,4.0,3.0,1.0,4.0,3.0,5.0,2.7
R_3lxj6NMLwJVxhPJ,jose,mindful_breathing,1,18.0,female,United States,United States,1,3.0,1,1907,100,1,38.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,2.95
R_3Koou5vliMpT5EY,aust,mindful_walking,1,18.0,female,Australia,Australia,1,3.0,1,188423,100,1,29.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,7.0,6.0,9.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,3.1
R_2Ez8CO5o5bmbSR0,suny,loving_kindness,1,19.0,female,United States,United States,1,2.0,1,1002,100,1,52.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.8
R_SIdj5KtheTBrE1b,jose,body_scan,1,19.0,female,United States,United States,1,3.0,1,1394,100,1,29.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,7.0,6.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,3.15
R_2aySM9mYGv6OFjy,suny,loving_kindness,1,20.0,male,United States,United States,1,3.0,1,1463,100,1,51.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,9.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.1
R_3dQcKBgNkA7owje,jose,control_book,0,19.0,male,United States,United States,1,3.0,1,1672,100,1,34.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,6.0,5.0,8.0,2.0,1.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,2.95
R_3DdnEleE2aUU50f,olaf,mindful_walking,1,21.0,male,United States,United States,1,3.0,1,1360,100,1,41.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,6.0,7.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.1
R_Us9pz3mnhh0FIel,olaf,body_scan,1,20.0,female,United States,United States,1,3.0,1,1328,100,1,30.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,4.0,3.0,7.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.15
R_1JY2nloOERuYbpC,wurz,mindful_breathing,1,19.0,female,Germany,Germany,0,2.0,1,1284,100,1,32.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,7.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.7
R_3nMMCXH9RGYo2IR,suny,control_book,0,19.0,male,United States,United States,1,3.0,1,1124,100,1,34.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,2.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,2.55
R_21FdNiKpbZopoUc,jose,mindful_walking,1,18.0,male,United States,United States,1,3.0,1,1380,100,1,37.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,7.0,1.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,3.05
R_AEt4yMhGleUlXC9,witt,mindful_breathing,1,22.0,male,United States,United States,1,3.0,1,1276,100,1,29.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,7.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,5.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,5.0,2.3
R_oZdxxHlbOKQ7FPX,jose,loving_kindness,1,19.0,male,United States,United States,1,3.0,1,1166,100,1,44.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,6.0,9.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.3
R_27PRFkRdoPJzI0D,jose,body_scan,1,20.0,female,United States,United States,1,3.0,1,1299,100,1,37.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,3.0,7.0,3.0,4.0,2.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.25
R_3EXxAkaa3dkqp25,jose,control_book,0,20.0,female,The United States,The United States,1,3.0,1,3653,100,1,48.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.3
R_2Pe3sGuZ2sy63Pr,jose,body_scan,1,18.0,female,United States,United States,1,3.0,1,1378,100,1,32.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,7.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,3.05
R_2gjesRY7ELspFWV,fras,mindful_breathing,1,19.0,male,Canada,Canada,1,3.0,1,1519,100,1,24.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,8.0,6.0,9.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.75
R_2Sk1hJll1hBihK0,fras,mindful_walking,1,19.0,female,Canada,Canada,1,3.0,1,1419,100,1,27.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,6.0,6.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.4
R_27Q1ZUFlGoucMw2,suny,mindful_breathing,1,19.0,female,United States,United States,1,3.0,1,1200,100,1,35.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,7.0,5.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,3.1
R_2vkRUlopJKPL4w6,spri,loving_kindness,1,20.0,female,United States,United States,1,3.0,1,1906,100,1,25.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,9.0,3.0,8.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,5.0,3.0,5.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,3.2
R_2af4Nse1wnHL9HM,nort2,mindful_walking,1,67.0,female,Scotland,United Kingdom,1,3.0,1,2055,100,1,24.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0,8.0,4.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.95
R_1OK7NFBl7FNtOQE,jose,control_book,0,19.0,male,United States,United States,1,3.0,1,1437,100,1,26.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,5.0,5.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.9
R_27dHv1b8SXmOMum,fras,mindful_breathing,1,19.0,male,Canada,Canada,1,3.0,1,1207,100,1,32.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,9.0,5.0,7.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,3.2
R_1jpSbHrBCXZ1CiW,fras,loving_kindness,1,20.0,female,Canada,Canada,1,3.0,1,1237,100,1,30.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,7.0,3.0,6.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,2.6
R_AdhGdMB6w8vrp8l,jose,mindful_walking,1,19.0,female,United States,United States,1,3.0,1,1335,100,1,39.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,7.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.6
R_2dFsntqfl7mRTRa,oreg,mindful_breathing,1,25.0,female,United States,United States,1,3.0,1,210659,100,1,40.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,4.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,2.85
R_e9RxYaqfHJXURcR,fras,control_book,0,18.0,female,Canada,Canada,0,3.0,1,1211,100,1,43.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,7.0,3.0,3.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,2.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,3.2
R_331PXnbCdUSaVn2,witt,loving_kindness,1,18.0,female,United States,United States,1,3.0,1,2872,99,0,26.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,7.0,3.0,5.0,4.0,2.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,3.3
R_1QykTyT1TIphYif,canb,mindful_breathing,1,19.0,female,Australia,Australia,1,3.0,1,1120,100,1,58.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,6.0,8.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.6
R_24itFsFUxMfr9ch,fras,control_book,0,37.0,female,Canada,Canada,1,3.0,1,1239,100,1,45.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,8.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.1
R_2chJXR6SSTf1847,olaf,body_scan,1,19.0,male,United States,United States,1,3.0,1,1299,100,1,41.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,6.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.25
R_1LpvUq7hppkulMS,fras,loving_kindness,1,46.0,female,Canada,Canada,1,3.0,1,1694,100,1,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,2.0,7.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.95
R_0VeKZ1vbRfxu4XD,fras,loving_kindness,1,26.0,female,Canada,Canada,1,2.0,1,1366,100,1,39.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,7.0,3.0,7.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.95
R_bpGOd57tecGKXIZ,suny,body_scan,1,18.0,female,United States,United States,1,3.0,1,1202,100,1,39.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,7.0,4.0,7.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,3.5
R_27TIw7sgRzEL67T,fras,mindful_walking,1,20.0,female,Canada,Canada,1,3.0,1,1475,100,1,29.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,8.0,3.0,9.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.95
R_1Ny81s6S4kdhW9Q,jose,mindful_breathing,1,20.0,female,U.S,U.S,0,3.0,1,1289,100,1,49.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.75
R_Ah3WhR1MC9s4Pnz,suny,mindful_walking,1,18.0,male,United States,United States,1,3.0,1,1168,100,1,38.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,6.0,4.0,7.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.1
R_1q1wlPZpHC8dQBM,suny,control_book,0,19.0,female,United States,United States,1,3.0,1,1221,100,1,42.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,5.0,4.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.15
R_1LXYkprbiBWPleI,kons,mindful_breathing,1,22.0,female,Germany,Germany,0,2.0,1,1187,100,1,53.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,6.0,5.0,4.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.95
R_2aJ3UkKbsZ3VcUP,jose,body_scan,1,19.0,non_binary,United States,United States,1,3.0,1,1341,100,1,34.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,7.0,4.0,6.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,3.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,4.0,3.7
R_3ikGa8d2EHyQDkI,suny,loving_kindness,1,22.0,male,United States,United States,1,2.0,1,1484,100,1,30.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,8.0,2.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,2.8
R_w0f9FK8OrU3TFYt,indi,mindful_breathing,1,22.0,male,United States,United States,1,3.0,1,1882,99,0,34.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,7.0,3.0,8.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.95
R_3Jk0LU3TbiYqAd1,jose,body_scan,1,18.0,female,United States,United States,1,3.0,1,1425,100,1,50.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,6.0,5.0,7.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,2.0,2.9
R_2uCW2bCqdmYcy4S,jose,mindful_walking,1,19.0,female,United States,United States,1,3.0,1,2479,100,1,58.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,7.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.2
R_5sFARPr9ZheEksF,fras,control_book,0,20.0,female,Canada,India,0,3.0,1,1182,100,1,23.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,9.0,9.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,4.0,2.85
R_RV5ipQn4UDfZogp,jose,control_book,0,22.0,female,United States,United States,0,3.0,1,39749,100,1,46.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.95
R_33D5xfglV6QFWM6,suny,loving_kindness,1,18.0,female,United States,United States,1,3.0,1,50612,100,1,37.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,6.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.5
R_3D1Gq5NDZie6TnW,suny,mindful_breathing,1,19.0,male,United States,United States,1,3.0,1,1188,100,1,35.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,6.0,2.0,7.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.5
R_9ZZ4TbpdALBcPSh,fras,mindful_breathing,1,35.0,female,Canada,United States,1,3.0,1,1441,100,1,23.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,9.0,2.0,8.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.25
R_3lKSK3uRHptrOUd,oreg,loving_kindness,1,41.0,female,United States,United States,1,3.0,1,1408,100,1,26.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,7.0,2.0,6.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,3.05
R_vDkaTtnhFZaWJAB,suny,mindful_walking,1,18.0,male,United States,United States,1,3.0,1,1211,100,1,21.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,8.0,2.0,7.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,3.35
R_2VK4zRuAsWA3Z2l,hous,mindful_walking,1,,,,,1,3.0,1,1218,88,0,33.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,7.0,5.0,,2.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.35
R_AiEgQzLXSELmHHH,suny,control_book,0,19.0,female,United States,United States,1,3.0,1,1488,100,1,61.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,2.95
R_seaB7EqOANrg1Pj,hous,mindful_walking,1,,,,,1,3.0,1,1246,85,0,25.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,7.0,,,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.75
